,store,sido,gungu,store_address,store_number
623,삼전점,서울시,송파,서울시 송파 삼전 167-17,02-419-5544
624,신천점,서울시,송파,서울시 송파 잠실 185-9,02-423-5183
625,압구정점,서울,강남구,서울 강남구 신사동 653-15번지 2층,02-545-1027
626,잠원점,서울,서초구,서울 서초구 잠원동 53번지 현대상사 1층 6호,02-592-2244
627,방배점,서울,서초구,서울 서초구 방배동 868-28번지,02-594-6866
628,양재점,서울,서초구,서울 서초구 양재동 6-37번지,02-576-9204
629,대치점,서울,강남구,서울 강남구 대치동 922-14번지,02-562-9282
630,서초점,서울,서초구,서울 서초구 서초동 1342번지,02-522-9272
631,역삼점,서울,강남구,서울 강남구 역삼동 782-28번지,02-553-7749
632,논현점,서울,강남구,서울 강남구 논현동 192-1번지,02-517-4178
633,여의도점,서울시,영등포구,서울시 영등포구 여의도동50 시범상가 ,02-782-0520
634,대방점,서울,동작구,서울 동작구 대방동 11-51,02-817-7979
635,장승배기점,서울,동작,서울 동작 상도 373-72번지,02-816-7007
636,봉천점,서울,관악구,서울 관악구 봉천동 885-1번지,02-877-1122
637,화곡역점,서울특별시,강서구,서울특별시 강서구 화곡동 1062-20 2층,02-2699-3392
638,신정1점,서울특별시,양천구,"서울특별시 양천구 은행정로 5길 28,1층 102호(신정동)",02-2651-9282
639,신도림점,서울시,구로구,서울시 구로구 신도림동 396 - 140,02-2632-6612
640,신정7점,서울특별시,양천구,서울특별시 양천구 신정동 203-1,02-2648-5191
641,당산점,서울,영등포구,서울 영등포구 당산동1가 378번지,02-2678-9282
642,구로가산점,서울,구로구,서울 구로구 구로동 792-22번지,02-853-0808
643,독산점,서울시,금천구,서울시 금천구 독산 179-12,02-853-7714
644,목동점,서울특별시,양천구,"서울특별시 양천구 목동중앙서로 40 (목동,1층)",02-2061-9292
645,사당점,동작구,사당동,동작구 사당동 312-9번지,0507-744-9293
646,동방점,서울시,관악구,서울시 관악구 신림동 246-23,02-871-6111
647,신림점,서울시,관악구,서울시 관악구 신림동 96-87,02-872-6904
648,개봉점,서울특별시,구로구,"서울특별시 구로구 고척로27길 58, 1층(개봉동)",02-2060-9253
649,개봉2점,서울특별시,구로구,서울특별시 구로구 개봉동 357-22,02-2689-0900
650,오류점,서울특별시,구로구,서울특별시 구로구 오류로 86,02-2066-1533
651,가좌점,인천시,서구,인천시 서구 가좌동 142-45,032-582-0099
652,신현점,인천시,서구,인천시 서구 신현동 279-5,032-578-7730
653,청라점,인천,서구,인천 서구 연희동 763-19,032-566-9599
654,하늘도시점,인천광역시,중구,"인천광역시 중구 은하수로 351, 2동 103호 (중산동, 우미린1차상가)",032-746-8990
655,검암점,인천,서구,인천 서구 승학로 313-1,032-561-0702
656,온수1점,인천,강화군,인천 강화군 강화읍 길상면 온수리 538-10,032-937-9392
657,검단점,인천,서구,인천 서구 검단로 487번길 5,032-569-2848
658,마전점,인천,서구,인천 서구 완정로 34번길 47,032-566-8295
659,만수2점,인천,남동구,"인천 남동구 백범로 206번길 13(만수동 ,1층)",032-461-7735
660,만수3점,인천광역시,남동구,인천광역시 남동구 만수6동 1026-1,032-467-1717
661,주안4점,인천시,남구,인천시 남구 주안4동 414-32,032-433-2490
662,주안점,인천,남구,인천 남구 주안8동 1528-14,032-431-2877
663,구월3점,인천시,남동구,인천시 남동구 구월동 1359-20,032-766-9981
664,연안점,인천,중구,인천 중구 항동7가 58-4 라이프상가 1-107,032-886-7851
665,용현점,인천광역시,남구,인천광역시 남구 용현동 342-2,032-885-4229
666,송림점,인천,동구,인천 동구 송림2동 55-1,032-773-3297
667,송도점,인천시,연수구,인천시 연수구 컨밴시아대로 42번길 12,032-834-6272
668,인천논현점,인천광역시,남동구,인천광역시 남동구 논고개로 86,032-435-5599
669,병방점,인천시,계양구,인천시 계양구 병방동 92-26,032-544-5592
670,케이준 계양점,인천시,계양구,인천시 계양구 용종동 214-1,032-553-3927
671,계산점,인천시,계양구,인천시 계양구 계수로1,032-551-0122
672,효성점,인천시,계양구,인천시 계양구 효성동 192-1 (104호),032-553-9595
673,산곡점,인천시,부평구,인천시 부평구 산곡동 317-116,032-524-8787
674,구월점,인천,남동구,인천 남동구 구월동 1248-44,032-466-6222
675,진두점,인천시,옹진군,인천시 옹진군 영흥면 내리 8-200,032-888-5534
676,부개점,인천시,부평구,인천시 부평구 부개동 140-22,032-361-9951
677,케이준 삼산점,인천시,부평구,인천시 부평구 삼산동440-1삼산타운 1단지 B상가103호,032-330-8600
678,부평점,인천시,부평구,인천시 부평구 부평동 904-16,032-361-2555
679,주안2점,인천광역시,남구,인천광역시 남구 주안2동 550-23,032-872-5028
680,동수역점,인천시,부평구,인천시 부평구 경인로 887,032-519-0555
681,학익점,인천시,남구,인천시 남구 학익동665-3,032-874-2271
682,연수점,인천,연수구,인천 연수구 연수동 497-7,032-818-2616
683,옥련청학점,인천,연수구,인천 연수구 옥련동 367-7,032-831-8292
684,수유화계점,서울시,강북구,서울시 강북구 노해로17길 51,02-992-8881
685,광희점,서울특별시,중구,"서울특별시 중구 마른내로 163,1층(광희동1가)",02-3273-9991
686,연희점,서울특별시,서대문구,서울특별시 서대문구 증가로 34(연희동),02-325-9090
687,정릉점,서울시,성북구,"서울시 성북구 보국문로 75,102",02-909-5150
688,서교점,서울시,마포구,서울시 마포구 성미산로17길 84,02-3143-6623
689,방학점,서울시,도봉구,서울시 도봉구 방학로 200-20,02-955-9696
690,북가좌점,서울시,서대문구,서울시 서대문구 북가좌동 347-27,02-309-3430
691,경희대점,서울특별시,동대문구,"서울특별시 동대문구 경희대로4길 79, 1층 105호 (이문동)",02-964-9292
692,후암점,서울시,용산구,서울시 용산구 동자동 19-33,02-755-9595
693,염리점,서울시,마포구,서울시 마포구 숭문4길 5,02-713-3340
694,도화점,서울시,마포구,서울시 마포구 도화1동 25-4,02-702-6692
695,이태원점,서울특별시,용산구,서울특별시 용산구 회나무로 28,02-797-7689
696,응봉점,서울시,성동구,서울시 성동구 응봉동 193-118 1층,02-2293-3600
697,역촌점,서울시,은평구,서울시 은평구 역촌동 34-1,02-384-8008
698,우이점,서울시,강북구,서울시 강북구 우이동 72-65,02-902-1870
699,번동점,서울특별시,강북구,서울특별시 강북구 번동 411-17,02-994-3232
700,창동점,서울특별시,도봉구,서울특별시 도봉구 창동 804 대우APT 상가,02-995-6481
701,쌍문점,서울시,도봉구,서울시 도봉구 시루봉로2길 66 1층 102호,02-900-3301
702,녹천점,서울특별시,도봉구,서울특별시 도봉구 창동 38-1 주공17단지상가 101,02-995-4236
703,월계미성점,서울시,노원구,서울시 노원구 월계동 17 미성상가 103,02-975-8892
704,공릉점,서울특별시,노원구,서울특별시 노원구 공릉동 270-70,02-948-7724
705,중곡점,서울시,광진구,서울시 광진구 중곡동 79-10,02-446-7831
706,면목점,서울시,중랑구,서울시 중랑구 면목동 657-56,02-495-4716
707,신내점,서울시,중랑구,서울시 중랑구 신내동 472-3 ,02-435-8438
708,공릉2점,서울특별시,노원구,서울특별시 노원구 공릉동 708 공릉 2단지 상가,02-948-7733
709,중계점,서울시,노원구,서울시 노원구 중계동 503 중계그린상가 B-107 ,02-971-4444
710,수락산점,서울시,노원구,"서울시 노원구 상계동 1110-6 종합상가 103,110,111호",02-936-4994
711,칠금봉방점,충북,충주시,충북 충주시 연수동 1245,043-853-9288
712,이류점,충북,충주시,충북 충주시 대소원면 대소원1길 21,043-851-9289
713,용산점,충북,충주시,충북 충주시 용정2길 39-1(성남동),043-844-9292
714,연수점,충북,충주시,충북 충주시 금릉동 708-2,043-845-9201
715,수안보점,충북,충주시,충북 충주시 수안보면 장터1길 19,043-848-7278
716,금가점,충북,충주시,충북 충주시 금가면 강수로 335,043-853-9191
717,오창호수공원점,충청북도,청주시,충청북도 청주시 청원구 오창읍 양청리 752-4 102호,043-213-0215
718,음성점,충청북도,음성군,충청북도 음성군 음성읍 시장로 43 ,043-872-1138
719,괴산점,충청북도,괴산군,충청북도 괴산군 괴산읍 동부리 627-20,043-833-9959
720,가경점,충북,청주시,충북 청주시 가경동1137번지,043-232-9999
721,봉명점,충청북도,청주시,충청북도 청주시 흥덕구 봉명로149번길 6,043-265-9993
722,강서점,충청북도,청주시,충청북도 청주시 흥덕구 서현중로 56 ,043-238-3382
723,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 189 ,043-881-5538
724,진천점,충청북도,진천군,충청북도 진천군 진천읍 문화2길 12,043-534-8292
725,복대점,충청북도,청주시,충청북도 청주시 흥덕구 성봉로 267 ,043-236-1717
726,충북덕산점,충청북도,진천군,충청북도 진천군 덕산면 초금로 757-2,043-536-3521
727,옥천점,충청북도,옥천군,충청북도 옥천군 옥천읍 금장로 113 ,043-733-1725
728,배방점,충청남도,아산시,충청남도 아산시 배방읍 배방로173번길 20-18,041-541-3092
729,동문점,충청남도,서산시,충청남도 서산시 한마음2로 49 ,041-665-9777
730,석문점,충청남도,당진시,충청남도 당진시 석문면 해명4로3길 34,041-356-9700
731,한진포구점,충청남도,당진시,충청남도 당진시 송악읍 한진포구길 27 ,041-358-0421
732,예산덕산점,충청남도,예산군,충청남도 예산군 덕산면 봉운로 21,041-337-5311
733,대천동점,충청남도,보령시,충청남도 보령시 남대천로 73 ,041-934-9294
734,신평점,충청남도,당진시,충청남도 당진시 신평면 신평로 820,041-362-9233
735,온천1동점,충청남도,아산시,충청남도 아산시 번영로 71,041-546-1077
736,논산점,충청남도,논산시,충청남도 논산시 부창로100번길 13-19,041-736-6262
737,서천점,충청남도,서천군,충청남도 서천군 서천읍 충절로29번길 18,041-953-9259
738,방축점,충청남도,아산시,충청남도 아산시 온천대로 1333번길 15,041-549-0662
739,음암점,충청남도,서산시,충청남도 서산시 음암면 상홍리 155-3 우리아파트상가 ,041-663-1211
740,당진1점,충청남도,당진시,충청남도 당진시 밤절로 103,041-357-9205
741,안면점,충청남도,태안군,충청남도 태안군 안면읍 장터로 140-1 ,041-674-0097
742,금산점,충청남도,금산군,충청남도 금산군 금산읍 금산로 1465,041-753-4808
743,부여점,충청남도,부여군,충청남도 부여군 부여읍 석탑로 3 ,041-832-6979
744,모종점,충청남도,아산시,충청남도 아산시 모종동 577-13 ,041-544-3910
745,천북점,충청남도,보령시,충청남도 보령시 천북면 하궁길 10,041-641-2461
746,해미점,충청남도,서산시,충청남도 서산시 해미면 남문1로 47 ,041-688-6662
747,원북점,충청남도,태안군,충청남도 태안군 원북면 원이로 841-4 ,041-672-3599
748,두정역점,충청남도,천안시,충청남도 천안시 서북구 두정역서1길 4-12 다온빌리지 1층상가,041-566-1111
749,장재점,충청남도,아산시,충청남도 아산시 배방읍 연화로 36 연화마을8단지 상가2동 104호 ,041-534-5592
750,성거점,충청남도,천안시,충청남도 천안시 서북구 성거읍 송남리 585,041-522-0550
751,초원점,충청남도,아산시,충청남도 아산시 음봉면 음봉로681번길 24 초원아파트109-101호 ,041-531-9295
752,신방점,충청남도,천안시,충청남도 천안시 동남구 수곡2길 5 ,041-575-6236
753,입장점,충청남도,천안시,충청남도 천안시 서북구 입장면 입장로 121 초원상가6-103호 ,041-584-5694
754,쌍용봉명점,충청남도,천안시,충청남도 천안시 서북구 봉서5길 18 ,041-579-9990
755,백석점,충청남도,천안시,충청남도 천안시 서북구 백석4길 12,041-523-9288
756,나사렛대점,충청남도,천안시,충청남도 천안시 서북구 월봉4로 140-16 월봉태영아파트상가 107호,041-571-9292
757,성환점,충청남도,천안시,충청남도 천안시 서북구 성환읍 성환중앙로 47 ,041-581-9369
758,직산점,충청남도,천안시,충청남도 천안시 서북구 성거읍 봉주로 111 ,041-583-6161
759,차암공단점,충청남도,천안시,충청남도 천안시 서북구 직산읍 2공단5로 169 대림상가 105호 ,041-621-9292
760,두정1점,충청남도,천안시,충청남도 천안시 서북구 늘푸른5길 22 골드프라자 110호 ,041-551-3392
761,성정점,충청남도,천안시,충청남도 천안시 서북구 서부16길14,041-575-5457
762,신부점,충청남도,천안시,충청남도 천안시 동남구 터미널2로 32 (신부동729번지),041-563-9292
763,조촌점,전북,군산시,전북 군산시 조촌로 68 (조촌동),063-451-7666
764,정읍수성점,전북,정읍시,전북 정읍시  중앙로95(수성동),063-535-3773
765,익산영등점,전북,익산시,전북 익산시 고봉로22길 31 (영등동),063-852-9982
766,수송점,전북,군산시,전북 군산시 월명로 305(수송동),063-466-7666
767,산북소룡점,전북,군산시,전북 군산시 칠성안1길 17(산북동 104호),063-471-9282
768,미룡점,전북,군산시,전북 군산시 미제1길 6(미룡동),063-462-9299
769,만경점,전북,김제시,전북 김제시 만경읍 만경로 804,063-545-3286
770,나운지곡점,전북,군산시,전북 군산시 신평길 33-2(지곡동),063-463-9285
771,나운1점,전북,군산시,전북 군산시 상나운로 86(나운동),063-463-8292
772,김제점,전북,김제시,전북 김제시 동서로 133(요촌동),063-542-8292
773,김제신풍점,전북,김제시,전북 김제시 검산택지5길 21-7(검산동),063-544-9282
774,해남화원점,전남,해남군,전남 해남군 화원면 금평리 236-3,061-532-1353
775,해남점,전남,해남군,전남 해남군 해남읍 해남로 4,061-533-3133
776,한라삼호점,전남,영암군,전남 영암군 삼호읍 신항로 80(2층),061-462-6636
777,하당점,전남,목포시,전남 목포시 하당로30번길 12(상동),061-284-2004
778,퀸스빌점,전남,영암군,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호),061-462-9289
779,창평점,전남,담양군,전남 담양군 창평면 의병로 137,061-383-7900
780,진도점,전남,진도군,전남 진도군 진도읍 남동리 쌍정2길 30,061-542-3939
781,중동점,전남,광양시,전남 광양시 진등길 10(중동),061-793-8599
782,용해점,전남,목포시,전남 목포시 용당로 271-1(용해동),061-277-3168
783,압해도점,전남,신안군,전남 신안군 압해면 압해로 889,061-271-1618
784,안좌도점,전남,신안군,"전남 신안군 안좌면 김환기길 1-2,1층",061-261-8855
785,신안인스빌점,전남,목포시,"전남 목포시 삼학로 363, 상가동 113호(용해동)",061-277-9282
786,순천대학점,전남,순천시,"전남 순천시 중앙로 270,1층(석현동)",061-751-2651
787,송지점,전남,해남군,전남 해남군 송지면 산정1길 92,061-535-5554
788,서면용당점,전남,순천시,전남 순천시 서면 강청길 88(1층),061-753-8295
789,상동점,전남,목포시,전남 목포시 상리로1번길 16(상동),061-274-3999
790,산정점,전남,목포시,전남 목포시 고하대로 656(산정동),061-278-0090
791,법성점,전남,영광군,전남 영광군 법성면  연우로4(법성리),061-356-8185
792,미평점,전남,여수시,전남 여수시 미평로 52 1층(미평동),061-651-9166
793,문수점,전남,여수시,전남 여수시 문수로 72(문수동),061-651-3886
794,동정점,전남,여수시,전남 여수시 하멜로 18(고소동),061-654-9292
795,돌산점,전남,여수시,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호),061-644-2777
796,도초비금점,전남,신안군,전남 신안군 도초면 불섬길 85-12,061-275-6622
797,덕양점,전남,여수시,전남 여수시 소라면 주삼덕양로 3,061-683-8352
798,대불점,전남,영암군,전남 영암군 삼호읍 대불주거1로5길 17,061-462-0092
799,남창점,전남,해남군,전남 해남군 북평면 볼무당길 5,061-533-0805
800,남악점,전남,무안군,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)",061-984-8292
801,국동점,전남,여수시,전남 여수시 국동 994-3,061-642-5272
802,광영점,전남,광양시,전남 광양시 광영로 97(광영동),061-794-9982
803,광양점,전남,광양시,전남 광양시 광양읍 호북길22,061-762-8154
804,곡성점,전남,곡성군,전남 곡성군 곡성읍 중앙로 141,061-363-7870
805,강진점,전남,강진군,전남 강진군 강진읍 영랑로3길 10,061-434-7722
806,매곡월드점,울산광역시,북구,"울산광역시 북구 매산로 35, 101호(매곡동, 매곡동월드프라자)",052-298-3005
807,천곡점,울산광역시,북구,"울산광역시 북구 관문길 6-1, 지상1층(천곡동)",052-292-9298
808,쌍용아진점,울산광역시,북구,"울산광역시 북구 신답로40, 102(상안동,지팝프라자)",052-282-9255
809,서동점,울산광역시,중구,울산광역시 중구 북부순환도로 879 (서동),052-293-9222
810,반구점,울산,중구,울산 중구 화합로 395(반구동),052-285-0272
811,태화점,울산,중구,울산 중구 신기2길 4(태화동),052-245-1220
812,다운점,울산광역시,중구,"울산광역시 중구 다운로 29, 1층(다운동)",052-222-5656
813,옥동점,울산광역시,남구,울산광역시 남구 문수로 369번길 10-1(옥동),052-269-9293
814,명촌점,울산광역시,북구,"울산광역시 북구 명촌로 81, 1층(명촌동)",052-289-1400
815,양정점,울산광역시,북구,"울산광역시 북구 염포로 555(양정동,1층)",052-287-9236
816,남목점,울산,동구,울산 동구 미포2길 50(동부동),052-235-9446
817,전하1호점,울산광역시,동구,"울산광역시 동구 전하로 8, 1층(전하동",052-234-3467
818,일산점,울산광역시,동구,울산광역시 동구 방어진순환도로 709(일산동),052-235-3133
819,방어진점,울산광역시,동구,울산광역시 동구 동진2길 17(방어동),052-201-9338
820,삼산점,울산,남구,"울산 남구 화합로 178, 1층 (삼산동)",052-260-8293
821,달동점,울산,남구,울산 남구 삼산로 254번길 23,052-257-7111
822,신정1호점,울산광역시,남구,울산광역시 남구 월평로 69(신정동),052-261-0321
823,야음점,울산,남구,울산 남구 야음동 459-52,052-267-9292
824,야음변전소점,울산광역시,남구,울산광역시 남구 처용로 26번길 10(야음동),052-275-4606
825,덕하점,울산광역시,울주군,울산광역시 울주군 청량면 삼정로 769,052-268-7943
826,덕신점,울산광역시,울주군,"울산광역시 울주군 온산읍 신온8길 18, 1층 102호",052-238-1882
827,나사리점,울산광역시,울주군,울산광역시 울주군 서생면 나사해안길 61-1,052-238-3355
828,훼미리점,울산,울주군,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102,052-264-5848
829,언양점,울산,울주군,울산 울주군 언양읍 남문길 14,052-263-9222
830,전동점,세종특별자치시,전동면,세종특별자치시 전동면 운주산로 346,044-858-8883
831,남산점,부산,금정구,부산 금정구 남산동 27-50,051-515-9996
832,부산외대점,부산광역시,금정구,부산광역시 금정구 남산로 2-1(남산동),051-517-9989
833,길천점,부산,기장군,부산 기장군 장안읍 길천리 224-5,051-727-3097
834,좌천점,부산,기장군,부산 기장군 장안읍 좌천리 202-6,051-727-0807
835,일광점,부산광역시,기장군,부산광역시 기장군 일광면 삼성리 33-1,051-722-1515
836,기장점,부산광역시,기장군,부산광역시 기장군 기장읍 차성로 288번길 66,051-721-5577
837,서동점,부산,금정구,부산 금정구 서동 205-13,051-531-2557
838,명장점,부산광역시,동래구,"부산광역시 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)",051-522-9285
839,강동점,부산,강서구,부산 강서구 강동동 112-4,051-971-1244
840,공항점,부산광역시,강서구,"부산광역시 강서구 공항진입로 42번길 20, 2층(대저2동 해성스포렉스)",051-971-9282
841,스마트W개금점,부산광역시,부산진구,"부산광역시 부산진구 가야대로 411, 1층 105호(개금동,개금역스마트더블유)",051-893-1116
842,개금엘지점,부산광역시,부산진구,"부산광역시 부산진구 백양대로 309(개금동,(1층))",051-896-4480
843,개금주공점,부산광역시,부산진구,"부산광역시 부산진구 백양대로 136번길 37-9,1층(당감동,당평교회)",051-891-2577
844,금곡점,부산광역시,북구,"부산광역시 북구 금곡대로 470번길 35,105(금곡동,유림상가)",051-361-4148
845,화명점,부산,북구,부산 북구 화명1동 1130-9,051-341-3392
846,구포1호점,부산광역시,북구,부산광역시 북구 구포시장길 44(구포동),051-337-7377
847,구포3호점,부산광역시,북구,부산광역시 북구 시랑로 72-1(구포동),051-336-1244
848,덕천점,부산,북구,부산 북구 덕천동 의성로 115번길 3,051-338-9977
849,만덕점,부산,북구,부산 북구 만덕2로 32(만덕동),051-331-5877
850,온천장점,부산광역시,동래구,부산광역시 동래구 금강로 90(온천동),051-556-9233
851,장전점,부산광역시,금정구,부산광역시 금정구 금정로 149번길 8(장전동),051-583-6262
852,미남점,부산광역시,동래구,"부산광역시 동래구 여고북로 109 (온천동,1층)",051-503-8292
853,사직1호점,부산광역시,동래구,"부산광역시 동래구 사직북로57번 가길 6, 1층(사직동)",051-507-8081
854,사직운동장점,부산광역시,동래구,"부산광역시 동래구 여고로 7, 1층(사직동)",051-505-9283
855,거제점,부산,연제구,부산 연제구 아시아드대로 46번길 7(거제동),051-502-9943
856,연산1호점,부산광역시,연제구,부산광역시 연제구 쌍미천로 126(연산동),051-851-1253
857,망미배산점,부산,연제구,부산 연제구 망미1동 831-26번지,051-751-0026
858,전포점,부산,부산진구,"부산 부산진구 전포동 전포대로294,2-101(전포동한신상가)",051-804-9280
859,문현2호점,부산광역시,남구,부산광역시 남구 전포대로 77번길 9-2(문현동),051-631-2568
860,문현점,부산,남구,부산 남구 문현동 351-6,051-635-9294
861,감만점,부산광역시,남구,부산광역시 남구 신선로 313-1,051-631-9288
862,대연점,부산광역시,남구,부산광역시 남구 석포로 79(대연동),051-622-9254
863,용호시장점,부산광역시,남구,"부산광역시 남구 용호로 190, 1층(용호동)",051-623-0202
864,용호점,부산광역시,남구,부산광역시 남구 동명로 121(용호동),051-611-9201
865,대연1호점,부산,남구,부산 남구 대연동 290-11,051-625-1331
866,남천점,부산광역시,수영구,"부산광역시 수영구 남천동로 7, 1층(남천동,장우빌딩)",051-624-9282
867,광안점,부산,수영구,부산 수영구 광안동  537-2 ,051-757-7781
868,송정점,부산,해운대구,부산 해운대구 송정동 200-19,051-704-7977
869,신도시2호점,부산,해운대구,부산 해운대구 좌동 1288 대동타운분산상가 203,051-701-3331
870,수영점,부산광역시,수영구,부산광역시 수영구 수영로 725번길 14(수영동),051-757-4004
871,망미점,부산광역시,수영구,부산광역시 수영구 망미번영로 79 (망미동),051-758-7747
872,반여2동점,부산광역시,해운대구,"부산광역시 해운대구 해운대로 61번길 98-1, 1층 (반여동)",051-782-3392
873,반여점,부산광역시,해운대구,부산광역시 해운대구 반여로 167번길 70(반여동),051-524-0238
874,안락점,부산광역시,동래구,부산광역시 동래구 충렬대로 428번길 50(안락동),051-525-1105
875,학장점,부산,사상구,부산 사상구 학장동 574-111 삼성아파트상가 1-102,051-316-1999
876,하단1호점,부산광역시,사하구,"부산광역시 사하구 하신번영로 360(하단동, 1층 우측)",051-293-9266
877,장림점,부산,사하구,부산 사하구 장림동 604-209,051-264-5959
878,다대자유점,부산광역시,사하구,"부산광역시 사하구 다대로 617, 상가동 102호(다대동, 자유아파트)",051-261-9955
879,다대점,부산광역시,사하구,부산광역시 사하구 다대로 397(다대동),051-263-5567
880,신평점,부산광역시,사하구,부산광역시 사하구 다대로 136번길 3 (신평동),051-206-1097
881,당리점,부산,사하구,부산 사하구 당리동 324-27,051-294-8292
882,괴정1호점,부산,사하구,부산 사하구 까치고개로 10(괴정동),051-207-7227
883,동해점,부산,서구,부산 서구 남부민동 33-6 흥아맨션 307호 ,051-255-8228
884,감천점,부산광역시,사하구,"부산광역시 사하구 감천로 111, 1층(감천동)",051-201-1235
885,동삼점,부산광역시,영도구,부산광역시 영도구 동삼로 77(동삼동),051-404-9282
886,청학점,부산광역시,영도구,"부산광역시 영도구 청학로 32, 4층 2호(청학동)",051-413-4423
887,동구청점,부산광역시,동구,부산광역시 동구 수정로 18(수정동),051-441-9985
888,범천점,부산광역시,부산진구,"부산광역시 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)",051-803-1992
889,주례점,부산,사상구,부산 사상구 가야대로 306번길 69(주례동),051-315-9292
890,가야점,부산광역시,부산진구,부산광역시 부산진구 가야대로 631-1,051-891-0787
891,당감1호점,부산광역시,부산진구,부산광역시 부산진구 백양순환로 105(부암동),051-894-3999
892,부암점,부산광역시,부산진구,"부산광역시 부산진구 시민공원로 19번길 38-6(부암동,1층)",051-806-6266
893,시민공원점,부산광역시,부산진구,"부산광역시 부산진구 범양로 113, 1층(양정동)",051-865-9246
894,한남대점,대전,대덕구,대전 대덕구 한남로 28 ,042-624-9100
895,어은점,대전,유성구,대전 유성구 어은로48번길 9-5 ,042-861-9255
896,신탄로하스점,대전,대덕구,대전 대덕구 대덕대로 1583 ,042-936-2000
897,도안목원대점,대전,유성구,대전 유성구 원신흥남로 58,042-826-4492
898,비래가양점,대전,대덕구,대전 대덕구 우암로 412,042-621-9982
899,부사점,대전,중구,대전 중구 대종로316번길 2,042-253-3588
900,둔산녹원점,대전,서구,대전 서구 계룡로491번길 28,042-487-2955
901,둔산타임월드점,대전,서구,대전 서구 갈마역로 10,042-471-6656
902,전민점,대전,유성구,대전 유성구 전민로38번길 33,042-861-9005
903,도마점,대전,서구,대전 서구 도솔로 137,042-528-9238
904,월평3점,대전,서구,대전 서구 월평중로 50,042-383-7000
905,성남점,대전,동구,대전 동구 성남로 28,042-673-9044
906,둔산1점,대전,서구,대전 서구 둔산북로 175,042-482-7979
907,중리점,대전,대덕구,대전 대덕구 중리남로 48,042-622-9266
908,송촌2점,대전,대덕구,대전 대덕구 동춘당로54번길 40-6,042-622-9233
909,갈마점,대전,서구,대전 서구 갈마중로7번길 29,042-525-5163
910,신인점,대전,동구,대전 동구 계족로 87,042-283-4338
911,신탄1점,대전,대덕구,대전 대덕구 덕암로 222,042-933-1212
912,용운점,대전,동구,대전 동구 용운로147번길 123,042-284-8266
913,보문점,대전,중구,대전 중구 충무로 73,042-254-9942
914,관저1점,대전,서구,대전 서구 도안남로 148,042-545-3392
915,한밭점,대전,중구,대전 중구 보문산로 31,042-585-1188
916,태평점,대전,중구,대전 중구 수침로55번길 7,042-525-6720
917,용두점,대전광역시,중구,대전광역시 중구 중앙로 13번길 63,042-256-9595
918,목동점,대전광역시,중구,대전광역시 중구 목중로19번길 7,042-222-2092
919,송촌1점,대전광역시,대덕구,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104,042-672-9911
920,장대점,대전,유성구,대전 유성구 문화원로 13,042-822-8892
921,월평1점,대전광역시,서구,대전광역시 서구 월평새뜸로8번길 50,042-485-0145
922,괴정점,대전광역시,서구,대전광역시 서구 도산로369번길 91,042-536-0124
923,산호점,대전광역시,서구,대전광역시 서구 계룡로571번길 65 상가 103호,042-488-2285
924,둔산삼천점,대전광역시광역시,서구,대전광역시광역시 서구 둔산북로 215,042-482-1363
925,하남점,광주광역시,광산구,광주광역시 광산구 월곡반월로 28(월곡동 1동),062-951-5912
926,주월점,광주,남구,광주 남구 서문대로 749번길 15-1(주월동),062-673-7334
927,운암동림점,광주,북구,광주 북구 운암1동 930-8,062-531-4898
928,양산첨단2점,광주광역시,북구,광주광역시 북구 임방울대로1041번길 24(용두동 1층),062-574-8292
929,송하풍암점,광주,남구,광주 남구 송하동 258-7,062-676-9252
930,송정점,광주광역시,광산구,"광주광역시 광산구 송도로 319, 1층(송정동)",062-941-9979
931,문흥1점,광주,북구,광주 북구 대천로 139번길 8-7(문흥동),062-267-8511
932,두암타운점,광주,동구,광주 동구 산수동 밤실로 147 (두암타운상가 105호),062-261-2962
933,영주1호점,경북,영주시,경북 영주시 대학로 261번길 36(가흥동),054-631-7711
934,안계점,경북,의성군,경북 의성군 안계면 안계길 118,054-862-6999
935,신안점,경북,안동시,경북 안동시 안막동 69-9,054-852-4273
936,의성역점,경북,의성군,경북 의성군 의성읍 문소1길 117,054-832-6225
937,성동점,경북,상주시,경북 상주시 성동 193 - 3 번지,054-536-1442
938,낙양점,경북,상주시,경북 상주시 낙양동 199-1,054-535-0599
939,휴천점,경북,영주시,경북 영주시 영주로 330번길 56(휴천동),054-636-9636
940,진보점,경북,청송군,경북 청송군 진보면 진안79-2,054-653-8893
941,점촌점,경북,문경시,경북 문경시 모전동 52-9,054-552-5882
942,예천점,경북,예천군,경북 예천군 예천읍 효자로 65,054-653-8892
943,법원점,경상북도,포항시,경상북도 포항시 북구 법원로 154 (양덕동),054-252-9946
944,평해점,경북,울진군,경북 울진군 평해읍 평해리 58 2층,054-787-8483
