,store,address,phone
646,"신월2,4동",서울특별시 양천구 신월동 월정로 20-1,02-2697-2232
647,"신월3,5동","서울특별시 양천구  화곡로4길 3, 101호(신월5동 54-10, 미리내아파트)",02-2691-8294
648,신월사파,"경상남도 창원시 의창구 신월동 원이대로 663, 1층 2호",055-266-9929
649,신월성,대구광역시 달서구 진천동 조암남로 85,053-639-9944
650,신정2동,"서울특별시 양천구  신목로 39, 1층(신정동 114-5)",02-2646-9492
651,신정3동,"서울특별시 양천구  중앙로43길 13, 122동 119호(신정동 1183-28, 래미안 목동아델리체 상가)",02-3666-9292
652,신정4동,"서울특별시 양천구  오목로 172, 지하 101,102호(신정동 952-1, 뉴타운아파트)",02-2692-9492
653,신정7동,"서울특별시 양천구  목동남로2길 60-7, 상가동 지층2호(신정동 1314, 양천중앙하이츠)",02-2648-9492
654,신창신가,"광주광역시 광산구  신창로86번길 7-9, 1층(신창동 1233-1)",062-962-9292
655,신촌,"서울특별시 서대문구  연세로9길 34-4, 1층(창천동 52-159)",02-312-9494
656,신탄진,대전광역시 대덕구 덕암동 덕암로 255,042-936-9492
657,신평비산,"경상북도 구미시  비산로 21, 103호(비산동 489-1, 비산전원리빙필)",054-453-0092
658,신포,인천광역시 중구 신생동 신포로 23번길 35-1(중앙동3가),032-765-9494
659,신현,"경기도 광주시 오포읍 신현로 74, 101호(신현리 699-3)",031-712-9294
660,신현원창,인천광역시 서구 당하동 가정동 515-1,032-577-9294
661,신흥약대,"경기도 부천시 별내동 수도로 52, 에이동 101호",032-678-9294
662,심곡,"경기도 부천시  신흥로 22, 105호(심곡동 464-6, 스카이파크)",032-612-9494
663,쌍문,"서울특별시 도봉구  도봉로139길 74, 1층(쌍문동 8-10)",02-992-4555
664,아라신도시,"인천광역시 서구  이음5로 76, 111호(원당동, 서영아너시티2차)",032-567-9298
665,아산권곡,"충청남도 아산시  청운로 146번길 2, 102호(권곡동)",041-533-9492
666,아산둔포테크노벨리,"충청남도 아산시 둔포면 아산밸리중앙로 67, 414동 B108호(석곡리 1797, 아산테크노밸리이지더원4단지)",041-547-9294
667,아산신창,충청남도 아산시 신창면 서부북로 920(남성리 134-19),041-542-8294
668,아산용화,충청남도 아산시 용화동 온중로 39,041-532-9294
669,아산장재,"충청남도 아산시 배방읍 용연로 71, 103호(장재리 1255)",041-532-9482
670,아산탕정,"충청남도 아산시 탕정면 탕정면로8번길 10-21, 1층 101호",041-542-9492
671,안동1호,경상북도 안동시 송현동 경동로 349,054-858-9285
672,안동용상,경상북도 안동시  경동로 908(용상동),054-821-8294
673,안동중앙,"경상북도 안동시  안기천로 46, 103호(당북동)",054-842-9696
674,안산일동,경기도 안산시 상록구  구룡로 9(일동 601-8),031-417-9482
675,안산한양대,경기도 안산시 상록구 사3동 삼리1길 18,031-415-8295
676,안성한경대,"경기도 안성시  중앙로 274-7, 상가동 102호(석정동 343, 한빛마을우남퍼스트빌)",031-672-9492
677,안양7동,"경기도 안양시 만안구 구룡포읍 태평로52번길 37, 지상1층 110호",031-465-9234
678,안양관양,경기도 안양시 동안구 관양1동 1386-18번지,031-387-6661
679,안양중앙시장,경기도 안양시 만안구 안양4동 냉천로193번길 42,031-466-9292
680,안중,"경기도 평택시 안중읍 안중로 8번길 64, 1층(현화리 866-7)",031-682-9492
681,안지랑,"대구광역시 남구  대명로 177, 13호(대명동 780-3, 동신맨션)",053-657-8194
682,알펜시아,강원도 평창군 대관령면 솔봉로 325,033-339-0146
683,암사3동,서울특별시 강동구 암사동 암사길 88,02-428-9294
684,압량조영,경상북도 경산시 압량면 청운1로 89 ,053-817-8295
685,애월,"제주특별자치도 제주시 애월읍 고내로11길 30, 2층(고내리 1097)",064-799-8294
686,"야탑1,2동","경기도 성남시 분당구 서천읍 판교로 443, 106-1,107-1호",031-708-5777
687,야탑3동,경기도 성남시 분당구 야탑동 벌말로29번길 18,031-781-9294
688,양곡,"경기도 김포시 양촌읍 양곡2로 30, 106호(양곡리 1306-7)",031-987-9492
689,양구,강원도 양구군 양구읍 중심로 186,033-482-5092
690,양산덕계,경상남도 양산시 평산동 배움터길 20,055-362-9282
691,양산물금,"경상남도 양산시 물금읍 버들길 36, 1층",055-382-9982
692,양산범어,경상남도 양산시 물금읍 범어리 2711-37 유림프라자상가,055-365-8294
693,양산사송신도시,"경상남도 양산시 동면 내송큰들로 39, 105호(내송리, 더원빌딩)",055-382-9494
694,양산서창,경상남도 양산시 삼호동 794-1 1층 103호,055-363-9282
695,양산석산,"경상남도 양산시 동면 금오12길 4-5, 1층",055-366-9492
696,양산신도시,"경상남도 양산시 남부동 양주로 38, 1층 108호",055-365-8892
697,양산증산,"경상남도 양산시 물금읍 물금로 159, 1층(가촌리 1268-16)",055-386-9295
698,양양,강원도 양양군 양양읍 남문로15,033-673-9575
699,양재1동,"서울특별시 서초구  바우뫼로41길 8, 102호(양재동 4-12)",02-577-9492
700,양정염포,울산광역시 북구 양정동 염포로 563,052-289-9282
701,양주덕계,경기도 양주시 덕계동 평화로 1469,031-868-9492
702,양주백석,경기도 양주시 백석읍 호명로 92,031-875-9288
703,양평,경기도 양평군 양평읍 한빛길 4(양근리 299-18),031-774-9992
704,양평용문,경기도 양평군 용문면 용문로 375,031-772-8894
705,에코메트로,"인천광역시 남동구  소래역남로 16번길 75, 111-3호(논현동 751-1, 에코메트로3차더타워)",032-433-1829
706,여수관문,전라남도 여수시 충무동 충무로 58-19,061-641-9494
707,여수돌산,"전라남도 여수시 돌산읍 강남8길 34, 105호(우두리 1056-1, 금아상가)",061-644-8253
708,여수무선,전라남도 여수시 화장동 화산1길 7,061-692-6767
709,여수문수,"전라남도 여수시  문수로 68,1층(문수동 122-1)",061-651-0017
710,여수미평,전라남도 여수시 미평동 양지1길 6-14,061-654-9492
711,여수여서,전라남도 여수시 여서동 여문1로 28,061-654-3633
712,여수여천,전라남도 여수시 신기동 망마로 102,061-686-0017
713,여수웅천,"전라남도 여수시  웅천로 19-9, 103호(웅천동, 비고시티)",061-685-9294
714,여수죽림,전라남도 여수시 소라면 죽림중앙로 33,061-692-9494
715,여월도당,"경기도 부천시  부천로366번길 86, 106호(도당동 51-3)",032-672-9294
716,여의도1호,"서울특별시 영등포구  국회대로66길 23, 105호(여의도동 15-16, 산정빌딩)",02-784-9492
717,여의반월,"전라북도 전주시 덕진구  혁신로 697, 103호(반월동, 드림프라자)",063-227-6769
718,여좌중앙,경상남도 창원시 진해구 여좌동 충장로 41,055-541-2222
719,여주,경기도 여주시  여흥로 108,031-886-9492
720,역곡,경기도 부천시 역곡동 110-8번지 1층 1호,032-342-8294
721,역삼1동,서울특별시 강남구 역삼1동 752-53번지 1층 104호,02-558-9995
722,역삼2동,서울특별시 강남구  도곡로27길 6(역삼동 787),02-566-9294
723,역촌,"서울특별시 은평구  연서로 49, 1층(역촌동 63-69)",02-387-9294
724,연남,서울특별시 마포구 연남동 동교로27길 91,02-334-9482
725,연무,충청남도 논산시 연무읍 연무로 180-1(안심리 2-5),041-741-9492
726,연산1동,부산광역시 연제구 소라면 쌍미천로 167,051-867-9495
727,연산2호,부산광역시 연제구  중앙천로 35(연산동 798-1),051-852-9492
728,연산북항,전라남도 목포시 산정동 1710 원산중앙로 10-4,061-274-9991
729,연수1동,"인천광역시 연수구  먼우금로264번길 12, 1층(연수동 574-1)",032-814-9482
730,연수3동선학,"인천광역시 연수구  비류대로529번길 3, 1층(선학동 376-5)",032-815-8293
731,연수교현,충청북도 충주시  예성로 252(교현동 387-29),043-846-8292
732,연신내,"서울특별시 은평구  통일로 877, 1층(갈현동 394-5, 한뉘빌딩)",02-353 -9253
733,연일유강,"경상북도 포항시 남구 연일읍 연일로 160-7, 101호(생지리 384-2, 아이너스뷰)",054-286-1399
734,연희,인천광역시 서구 심곡동 336-4번지 1층 103호,032-566-9794
735,염창역,"서울특별시 양천구  공항대로 644, 지앤빌딩",02-2648-9294
736,영덕고래불,"경상북도 영덕군 병곡면 병곡1길 110, 3층(병곡리 181-10)",054-733-3876
737,영덕영해,경상북도 영덕군 영해면 영덕로1829,054-734-9292
738,영덕읍,경상북도 영덕군 영덕읍 남석리 23번지,054-733-9246
739,영동읍,충청북도 영동군 영동읍 영산로1길 22,043-743-8294
740,영등포구청역,"서울특별시 영등포구  양산로 131-2, 1층(당산동3가 25-2)",02-2675-9294
741,영암삼호,전라남도 영암군 삼호읍 삼호중앙로234 길촌파크 나동,061-463-9492
742,영월,강원도 영월군 영월읍 중앙로 13-1,033-372-1235
743,영주가흥,"경상북도 영주시  대학로 209, 1층(가흥동 1810-1)",054-633-9294
744,영주대청,부산광역시 중구 영주동 동영로 24,051-465-9492
745,영주휴천,경상북도 영주시 휴천동 지천로 108,054-636-9492
746,영천동부,"경상북도 영천시 서천읍 창신1길 42, 301동 1층 3호",054-335-8259
747,영통1동,경기도 수원시 영통구 영통동 998-1번지 평익칼라스위트 105호,031-202-9942
748,영통2동,"경기도 수원시 영통구  영통로 237, B205호(신동 338, 에이스 하이엔드 타워 영통)",031-273-8080
749,영평,"제주특별자치도 제주시  기와4길 14-3, 1층(영평동 2764-8)",064-702-5555
750,예산삽교읍,충청남도 예산군 삽교읍 삽교로 88,041-338-9492
751,예산읍,충청남도 예산군 예산읍 역전로 140번길 21,041-333-9255
752,오금,"서울특별시 송파구  성내천로 88, 103호(오금동 142-5)",02-409-9492
753,오류2동,"서울특별시 구로구  오류로 61, 101호(오류동 166-4, 청담파우제)",02-2135-8294
754,오목천,"경기도 수원시 권선구  온정로 8, 1층(오목천동 295-3)",031-291-9229
755,오산신장,경기도 오산시 궐동 오산로348번길 3,031-372-3006
756,오산원동,"경기도 오산시  오산로 164, 103호(원동 845, 양우프라자)",031-373-9492
757,오산중앙,"경기도 오산시  경기대로333번길 31, 1층(오산동)",031-376-9492
758,오송,"충청북도 청주시 흥덕구 오송읍 오송생명5로 267-7, 1층(만수리 848)",043-231-4308
759,오전,경기도 의왕시 오전동 오전동길 25,031-399-5599
760,오창2산단,"충청북도 청주시 청원구 오창읍 2산단로 185-1, 102호(주성리 337)",043-214-9492
761,오태북삼,"경상북도 칠곡군 북삼읍 인강1길 79, 1층(숭오리 20-8)",054-973-9580
762,오포,"경기도 광주시 오포읍 양벌로 295, 1층 1호(양벌리 562-8)",031-769-9479
763,옥계구포,경상북도 구미시 옥계동 산호대로 25길 25-38,054-476-9492
764,옥곡백천,"경상북도 경산시  백천동로 7,108(백천동 571-1, 부영초록마을)",053-801-9494
765,옥길지구,"경기도 부천시  양지로184번길 7-6, 1층(옥길동 724-2)",032-343-9294
766,옥동신정1호,울산광역시 남구 옥동 문수로 359-1,052-273-9282
767,옥련,"인천광역시 연수구  옥련로 147, 1층(옥련동, 현프라자)",032-834-8294
768,옥산정평,경상북도 경산시 정평동 성암로 21길 43,053-802-9494
769,옥정지구,"경기도 양주시 옥정동 옥정동로 5길 49, 101호",031-857-9294
770,온의퇴계,강원도 춘천시 온의동 541-3번지,033-256-8892
771,온천3동,부산광역시 동래구 온천3동 충렬대로86번길 31,051-502-8005
772,와동,경기도 안산시 단원구 와동 753-9 번지 1층,031-485-9294
773,와부1호,"경기도 남양주시 와부읍 수레로 88, 105호(덕소리 177-20,강산빌딩)",031-576-7557
774,완도,전라남도 완도군 완도읍 개포로145번길 27,061-555-1192
775,완월자산,경상남도 창원시 마산합포구 부여읍 고운로 181,055-221-9294
776,완주삼례,전라북도 완주군 삼례읍 삼봉로 117,063-291-9293
777,용담,제주도 제주시  용담로 70,064-725-8892
778,"용당용호2,4동","부산광역시 남구  용호로216번가길 10, 105호(용호동 976, 용호예가)",051-612-0094
779,용두신설,서울특별시 동대문구 용두동 안암로 40,02-953-9294
780,용산역,"서울특별시 용산구  한강대로 143-1, 1층(한강로2가 255-1)",02-6369-9294
781,용산용문,"서울특별시 용산구  새창로 119, 1층(용문동 8-165)",02-711-9294
782,용운판암,"대전광역시 동구  용운로151번길 9, 1층(용운동 290-10)",042-272-9200
783,용원웅동,경상남도 창원시 진해구 안골동 안골로302,055-552-8595
784,용이동,"경기도 평택시 현신3길 4, 102호",031-651-9295
785,용인강남대,경기도 용인시 기흥구 구갈동 594-2 스카이프라자상가 제1층,031-287-9295
786,용인동천,"경기도 용인시 수지구 동천동 수풍로117번길 2-2, 102호",031-266-9254
787,용인둔전,경기도 용인시 처인구 포곡읍 둔전리 405-19 105호,031-333-2336
788,용인보라,경기도 용인시 기흥구 보라동 한보라1로 42-4. 105호,031-285-8295
789,용인서천,"경기도 용인시 기흥구  서천동로83번길 4-10, 101호(농서동 445-1)",031-202-9293
790,용인양지,"경기도 용인시 처인구 동면 양지로143번길 5-5, 1층 1호,2호",031-338-8595
791,용인역북,경기도 용인시 처인구  명지로40번길 35-16(역북동),031-339-9294
792,용현1호,인천광역시 미추홀구 용현1동 2-9번지,032-868-9242
793,용현2호,인천광역시 미추홀구  낙섬중로 72,032-884-9288
794,용호매트로,"부산광역시 남구 용호1동 용호로90번길 12-4, A-103호",051-628-9492
795,우만1동,경기도 수원시 팔달구 우만동 세지로 440,031-216-8899
796,우아호성,"전라북도 전주시 덕진구  견훤로 499, 106호(우아동3가 594-10)",063-246-9280
797,우장산동,서울특별시 강서구  화곡로31길 18(화곡동 1059-31),02-2607-9960
798,우정태화,울산광역시 중구 태화동 태화로 263,052-246-9982
799,운남,"인천광역시 중구  숲쟁이로 12, 상가 101호(운남동 1680-2, e편한세상 영종하늘도시)",032-752-9295
800,운서,"인천광역시 중구  영종대로 124, 102호(운서동 2806-3",032-747-0992
801,운양,"경기도 김포시  김포한강11로 288-27, 102호(운양동 1297-7, 한강프라자)",031-988-8294
802,운정1호,"경기도 파주시 와동동 가온로 27, 월드아파트상가 108호",031-948-6692
803,운정2호,"경기도 파주시  한울로 84, 518동 102호(동패동 1768, 휴먼시아 한울마을)",031-948-9282
804,운정3호,"경기도 파주시  가람로 6, 103호(와동동, 월드타워)",031-944-9392
805,운천신봉,"충청북도 청주시 흥덕구  사운로 240, 102호(운천동 1368)",043-266-9492
806,울산남목,울산광역시 동구 동부동 미포3길 35,052-252-9929
807,울산다운,울산광역시 중구 다운동 다운로 64,052-903-1173
808,울산달동,"울산광역시 남구  신정로 75, 1동 109호(달동 632-1)",052-266-9582
809,울산무거,울산광역시 남구 무거2동 무거동 853-3번지 1층,052-249-9482
810,울산반구,"울산광역시 중구 반구동 화합로 388, 1호",052-298-8294
811,울산복산,울산광역시 중구 복산동 화합로 498,052-297-9294
812,울산삼산,울산광역시 남구 삼산동 돋질로 334,052-276-9255
813,울산삼호,울산광역시 남구 무거동 1447-9,052-222-9242
814,울산성안,울산광역시 중구 성안동 백양로 14,052-246-6994
815,울산송정,"울산광역시 북구  화동로 16, 103호(화봉동 1450-1)",052-287-9294
816,울산신정3호,"울산광역시 남구  월평로 135, 1층(신정동 236-156)",052-268-9294
817,울산야음,울산광역시 남구 야음2동 수암로 167,052-269-0004
818,울산언양,"울산광역시 울주군 언양읍 남문길 20, 1층(남부리)",052-263-6622
819,울산온산,"울산광역시 울주군 온산읍 덕남로 17, 1층(덕신리 270-2)",052-238-9295
820,울산온양,울산광역시 울주군 온양읍 대안리415-19번지,052-239-9282
821,울산일산,울산광역시 동구  대학길 162(화정동 636-38),052-251-9295
822,울산정자해변,"울산광역시 북구  강동산하2로 7, 107호(산하동 509-1, 블루마시티 KCC스위첸)",052-944-9494
823,울산중앙,"울산광역시 중구  새즈믄해거리 22, 1층(성남동 86-4)",052-244-9294
824,울산호계,"울산광역시 북구  호계매곡4로 42, 1층(호계동)",052-286-9984
825,원곡본동,경기도 안산시 단원구 원곡본동 화랑로 28,031-495-9482
826,원당,"인천광역시 서구  고산후로95번안길 21 (당하동 1030-1, 멀티프라자)",032-562-9492
827,원미,경기도 부천시 원미동 원미로 137,032-662-9492
828,원종2동,경기도 부천시 원종동 224-8번지,032-677-9299
829,원주기업도시,강원도 원주시 지정면 가곡리 1374-10 102호,033-747-9294
830,원주단구,"강원도 원주시 단구동 단구로 414, 1층 102호",033-761-9258
831,원주명륜,"강원도 원주시  한지공원길 25-6, 상가동 108호(명륜동, 원주더샵센트럴파크3단지)",033-766-9294
832,원주혁신,"강원도 원주시 고창읍 황금로 13, 201호",033-731-9488
833,원통,강원도 인제군 북면 원통로147번길 41,033-461-0002
834,월계2동,서울특별시 노원구 월계동 776 월계프라자 104호,02-906-9294
835,월피,"경기도 안산시 상록구 맹동면 안산천서로5길 27, 1층",031-405-9492
836,위례1호,경기도 성남시 수정구 창곡동 546,031-751-9294
837,유가,"대구광역시 달성군 유가읍 테크노중앙대로6길 20, 1층(봉리 592-1)",053-616-9482
838,유성온천,"대전광역시 유성구  대학로 45, 104호(봉명동 607-3, 스카이뷰로드)",042-826-8294
839,유천,"대전광역시 중구  태평로26번길 50, 1층 (유천동 311-12)",042-523-9492
840,율량2지구,"충청북도 청주시 청원구 오창읍 주성로 289, 101호",043-241-9282
841,율량사천,"충청북도 청주시 청원구  율천북로 55, 1층(사천동 245-13)",043-213-9294
842,은계지구,"경기도 시흥시  은계호수로 49, 1층(은행동 605, 시흥 센트럴돔 그랑트리 캐슬)",031-317-9492
843,은천,"서울특별시 관악구 둔내면 은천로 61, 1층",02-883-9495
844,은평뉴타운,"서울특별시 은평구 진관동 진관4로 78-8, 701동 104호",02-388-9492
845,은행동,경기도 성남시 중원구 은행동 701번지 1층,031-742-9295
846,은행선화,대전광역시 중구 선화동 대종로549번길 14,042-254-8292
847,음성혁신1호,"충청북도 음성군 맹동면 용두2나길 12, 101호(두성리 1260)",043-883-9294
848,응암1호,"서울특별시 은평구  응암로22길 7-1, 1층(응암동 427-96)",02-353-9492
849,의정부동,경기도 의정부시 의정부동 신흥로 196,031-875-9492
850,의정부용현,"경기도 의정부시  용민로 75-27, 1층 (용현동 311-1)",031-851-8694
851,이대역,"서울특별시 마포구  신촌로 196,1층(염리동 8-40)",02-718-9982
852,이문1호,서울특별시 동대문구 이문동 신이문로 38,02-967-2827
853,이문2호,서울특별시 동대문구 이문동 이문로9길 8,02-966-9294
854,이시아폴리스,"대구광역시 동구  팔공로 250, 118호(봉무동 15530, 이시아스타)",053-981-9812
855,이천관고,"경기도 이천시  영창로 149, 1층(관고동 4-23)",031-638-9298
856,이충장당,"경기도 평택시  송탄로 190, 1층(서정동 908-10)",031-664-9492
857,이태원,서울특별시 용산구 용산동2가 우사단로12길 18,02-792-9291
858,익산동산,전라북도 익산시 동산동 중앙로 166-1,063-842-8998
859,익산모현,"전라북도 익산시  배산로 149, 101호(모현동1가 861)",063-858-8998
860,익산부송,전라북도 익산시  무왕로26길 21(부송동 216-162),063-832-9288
861,익산신동,전라북도 익산시  익산대로68길 26(신동),063-837-9494
862,익산어양,"전라북도 익산시  무왕로19길 36, 102호(부송동 677-27)",063-835-1199
863,익산영등,"전라북도 익산시  고봉로32길 7(영등동 828-14, 강은사)",063-833-9288
864,익산황등,"전라북도 익산시 황등면 황등중앙로 21, 1층(황등리 214-9)",063-858-9492
865,인계동수원,"경기도 수원시 팔달구  중부대로 192,1층(인계동 167-8)",031-217-9294
866,인제,강원도 인제군 인제읍  인제로 184,033-461-9494
867,인창1호,경기도 구리시 인창동 383-54번지 1층,031-515-9449
868,인헌,"서울특별시 관악구  봉천로 611, 1층(봉천동 1657-18)",02-888-9492
869,일광신도시,"부산광역시 기장군 일광면 해빛로 39-14, 102호(삼성리 781-6)",051-723-9293
870,일도동광초,제주도 제주시  연수로3길 7 1층,064-752-5592
871,일산가좌,"경기도 고양시 일산서구  가좌3로 11, 101호, 102호(가좌동 392-22, 오성프라자)",031-922-8294
872,일산식사,"경기도 고양시 일산동구 고창읍 위시티3로 75, 1층",031-962-9492
873,일신부개,인천광역시 부평구 부평6동 경인로1002번길 34-1,032-517-9229
874,일원1.2동,"서울특별시 강남구  일원로9길 63, 1층(일원동 652-7)",02-445-9490
875,임학,"인천광역시 계양구 삼산동 계양산로216번길 14, 103호",032-546-9294
876,자양,"서울특별시 광진구  뚝섬로41길 8, 105호(자양동)",02-458-9221
877,자운,"대전광역시 유성구  자운로97번길 290(신봉동 154-1, 자운레스텔)",042-862-9282
878,작전1동,"인천광역시 계양구  효서로 300, 102호(작전동 381-1)",032-543-9294
879,작전2동,"인천광역시 계양구 작전2동 계양대로120번길 7, 102호",032-541-9294
880,작전서운,인천광역시 계양구 작전동 까치말로45번길 10,032-545-8294
881,잠실1호,"서울특별시 송파구 신천동 올림픽로 35길 104, 장미C상가 118호",02-412-9492
882,잠실2호,서울특별시 송파구 잠실동 석촌호수로 135,02-414-9294
883,잠실본동,서울특별시 송파구 잠실본동 222-10 1층,02-417-9290
884,잠원한강,서울특별시 서초구  강남대로95길 47-4(잠원동 35-1),02-545-9666
885,장곡장현,"경기도 시흥시  장곡북로 43, 1층 5호(장곡동, 시흥장현 루벤시아 1차)",031-362-5892
886,장기감삼,대구광역시 달서구 장기동 용산로 84,053-523-9492
887,장성읍,전라남도 장성군 장성읍 청운길 9-1,061-393-9492
888,장성창포,경상북도 포항시 북구  대곡로 10(두호동 1104-13),054-252-9595
889,장안1동,"서울특별시 동대문구  장한로9길 16,1층(장안동 428-14)",02-2244-9299
890,장안2동,"서울특별시 동대문구  사가정로25길 22-3, 1층(장안동 93-4)",02-2247-9393
891,장위1동,"서울특별시 성북구  장위로 85, 1층(장위1동 225-44)",02-912-9282
892,장지역,"서울특별시 송파구  새말로 143, 1층(문정동 96-10)",02-430-9294
893,장천산동,경상북도 구미시 산동면 봉산리 589,054-476-9285
894,전곡,"경기도 연천군 전곡읍 은전로86번길 18, 11(전곡리 333-142)",031-835-9492
895,전남강진,"전라남도 강진군 강진읍 탐진로 65, 1층(서성리 89-7, 송파빌딩)",061-433-9392
896,전남나주,"전라남도 나주시  중앙로 20, 1층(남내동 34)",061-334-3070
897,전남영광,전라남도 영광군 영광읍 옥당로 123,061-353-9294
898,전남영암,전라남도 영암군 영암읍 중앙로 16,061-473-8245
899,전남장흥,"전라남도 장흥군 장흥읍 장흥로 76-10, 104호(원도리 290-1)",061-863-8592
900,전남화순,전라남도 화순군 화순읍 광덕리 305번지,061-375-9294
901,전북김제,전라북도 김제시 요촌동 요촌중길 45,063-545-9482
902,전북남원,전라북도 남원시  옥정2길 13(향교동),063-636-9253
903,전북혁신도시,"전라북도 완주군 이서면 출판로 42, 101호(갈산리 661-7)",063-229-9294
904,전주만성,"전라북도 전주시 덕진구  만성중앙로 53-37, 103호(만성동 1372-3, 센트럴타워)",063-211-9294
905,전주삼천,전라북도 전주시 완산구 삼천동 1가 난전들로 258,063-225-9294
906,전주서신,"전라북도 전주시 완산구  서신로 30, 1층(서신동 836-1)",063-274-9294
907,전주아중,"전라북도 전주시 덕진구  무삼지로 23, 1층(인후동1가 904-4)",063-246-9294
908,전주에코시티,"전라북도 전주시 덕진구  세병로74. 101호(송천동2가, 에코시티휴머빌아파트)",063-278-9494
909,전주인후,"전라북도 전주시 덕진구  견훤로 320, 1층(인후동1가 756-30)",063-243-9294
910,전주진북,전라북도 전주시 덕진구 진북동 숲정이로 53,063-272-8294
911,전주평화,"전라북도 전주시 완산구  평화로 139, 신전주새마을금고(평화동2가)",063-287-9494
912,전주효천,"전라북도 전주시 완산구  효천천변길 24, 1층(효자동2가 1359-6)",063-221-8294
913,정관모전,"부산광역시 기장군 정관읍 정관로 350, 323동 B101호",051-723-9292
914,정관신도시,"부산광역시 기장군 정관읍 정관로 595, 110호(매학리 748-6)",051-728-9494
915,정릉1호,"서울특별시 성북구  보국문로20길 22, 1층(정릉동 260-28)",02-919-9294
916,정릉역,"서울특별시 성북구 구룡포읍 정릉로 26길 8, 제상가동 1층",02-943-9294
917,정발산,경기도 고양시 일산동구 정발산동 산두로 239,031-925-3892
918,정왕1동,"경기도 시흥시  봉우재로 10, 102호(정왕동 1593-6)",031-488-9294
919,"정왕3,4동","경기도 시흥시  정왕신길로49번길 28, 106호,107호(정왕동 1875-2, 미주아파트상가)",031-488-9492
920,정읍상동,전라북도 정읍시  학산로 127-31(상동),063-532-9294
921,정읍수성,전라북도 정읍시  수성택지4길 4(수성동),063-537-9992
922,정자1동,"경기도 성남시 분당구  내정로119번길 17,102호(정자동 42-5)",031-715-8294
923,정자마을,"경기도 성남시 분당구  내정로 54, 상가동(정자동 117-3, 한솔마을아파트)",031-716-9949
924,제부도,"경기도 화성시 서신면 해안길 232-1, 2층(제부리 190-113)",031-356-9472
925,제주노형,제주도 제주시  정존13길 14,064-746-8292
926,제주동홍,제주도 서귀포시  일주동로 8588,064-733-8292
927,제주신촌,"제주도 제주시 조천읍 신북로99, 1층",064-721-4161
928,제주아라,제주도 제주시 아라1동  1718-3 원신아파트 상가 1층,064-702-9294
929,제주연동,제주도 제주시  연동10길 4 1층,064-747-9280
930,제주영어도시,"제주도 서귀포시 대정읍 에듀시티로 23, 상가동 105호 (해동그린앤골드)",064-792-8293
931,제주외도,"제주도 제주시  우정로18길 12, 1층",064-743-9294
932,제천1호,충청북도 제천시 중앙로2가 의림대로 190,043-652-9289
933,제천하소,"충청북도 제천시  용두대로 15가길 13, 101호",043-643-9294
934,조선대,"광주광역시 동구  서남로 20, 1층(서석동 25-6)",062-226-9282
935,조치원,세종특별자치시 연기군 조치원읍 죽림리 21-2번지 상가 110호,044-865-8292
936,종각역,"서울특별시 종로구  종로14길 11, 1.2층(관철동 7-4)",02-734-7788
937,종로4가,"서울특별시 종로구  창경궁로 113, 1층(인의동 111-7)",02-747-9294
938,종암,"서울특별시 성북구 종암동 종암로 19길 46, 103호",02-953-9192
939,"좌1,3동","부산광역시 해운대구 좌동 대천로67번길 15, 112호",051-747-9266
940,좌4동,부산광역시 해운대구 좌4동 1413번지 삼상@ 분산상가 103호,051-702-9482
941,주례2호,부산광역시 사상구 주례동 가야대로366번길 48,051-325-9592
942,주문진읍,"강원도 강릉시 주문진읍 항구로 41-1, 1층(주문리 336-6)",033-662-3920
943,주안1호,"인천광역시 남구 주안1동 미추홀구 석바위로 112, 1층 (주안동)",032-434-9495
944,주안2호,"인천광역시 미추홀구  석정로 379, 102호(주안동)",032-866-0444
945,주안3호,인천광역시 미추홀구  미추홀대로 591,032-872-9294
946,주엽2동,"경기도 고양시 일산서구  주화로 88, 102호(주엽동 115-2, 효림빌딩)",031-918-9291
947,죽전1호,"경기도 용인시 수지구 죽전동 달맞이로36, 108호",031-263-9294
948,죽전단국대,"경기도 용인시 수지구 오창읍 죽전로 164, 102호",031-897-9494
949,중계1동,"서울특별시 노원구  덕릉로 591, 102호(중계동 413-8, 금화빌딩)",02-936-9492
950,중곡1동,"서울특별시 광진구  능동로 339(중곡동 162-3, 희재빌딩)",02-499-9294
951,중곡4동,"서울특별시 광진구  영화사로 47(중곡동 99-9, 박빌딩)",02-452-9998
952,중동1호,"경기도 부천시  중동로248번길 55, 109호(중동 1146-4, 무광프라자)",032-321-2330
953,중동2호,"경기도 부천시 오창읍 길주로 273, 신명타운 110호",032-329-9994
954,중산,"경기도 고양시 일산동구  탄중로431번길 8-8, 1층(중산동 1578)",031-975-9291
955,중앙고잔,"경기도 안산시 단원구  당곡로 33, 104호(고잔동 528-1, 안산프라움씨티오피스텔)",031-414-9294
956,중앙반월,"경상남도 창원시 마산합포구 월남동2가 3.15대로 77, 105호",055-222-9296
957,중촌목동,대전광역시 중구 지행동 중촌로24번길 23. 1층,042-222-9295
958,중화1호,서울특별시 중랑구 중화1동 동일로 760,02-492-8294
959,지산신장,경기도 평택시 신장동 송탄공원로 73,031-666-5959
960,지세포,"경상남도 거제시 일운면 거제대로 2471, 1층(지세포리 990-2)",055-681-9422
961,지행1호,"경기도 동두천시  생연로9번길 23, 1층(지행동 688)",031-867-9292
962,진도,전라남도 진도군 진도읍 쌍정 1길 8-6,061-544-9433
